T96060000001	1A03_HUMAN
T96060010317	GFOD1_HUMAN
T96060010318	GFOD2_HUMAN
T96060010319	GFOD2_HUMAN
T96060010320	GFOD2_HUMAN
T96060010321	GFPT1_HUMAN
T96060010322	GFPT1_HUMAN
T96060010323	GFPT2_HUMAN
T96060010324	GFPT2_HUMAN
T96060010325	GFPT2_HUMAN
T96060010326	GFRA1_HUMAN
T96060010327	GFRA1_HUMAN
T96060010328	GFRA2_HUMAN
T96060010329	GFRA2_HUMAN
T96060010330	GFRA2_HUMAN
T96060010331	GFRA3_HUMAN
T96060010332	GFRA3_HUMAN
T96060010333	GFRA4_HUMAN
T96060010334	GFRA4_HUMAN
T96060010335	GFRA4_HUMAN
T96060010336	GFRP_HUMAN
T96060010337	GFRP_HUMAN
T96060010338	GFY_HUMAN
T96060010339	GFY_HUMAN
T96060010340	GFY_HUMAN
T96060010341	GG12C_HUMAN
T96060010342	GG12C_HUMAN
T96060010343	GG12C_HUMAN
T96060010344	GG12F_HUMAN
T96060010345	GG12F_HUMAN
T96060010346	GG12F_HUMAN
T96060010347	GG12G_HUMAN
T96060010348	GG12G_HUMAN
T96060010349	GG12G_HUMAN
T96060010350	GG12H_HUMAN
T96060010351	GG12H_HUMAN
T96060010352	GG12H_HUMAN
T96060010353	GG12I_HUMAN
T96060010354	GG12I_HUMAN
T96060010355	GG12I_HUMAN
T96060010356	GG12J_HUMAN
T96060010357	GG12J_HUMAN
T96060010358	GG12J_HUMAN
T96060010359	GG6L1_HUMAN
T96060010360	GG6L1_HUMAN
T96060010361	GG6L1_HUMAN
T96060010362	GG6L2_HUMAN
T96060010363	GG6L2_HUMAN
T96060010364	GG6L2_HUMAN
T96060010365	GG6L3_HUMAN
T96060010366	GG6L3_HUMAN
T96060010367	GG6L3_HUMAN
T96060010368	GG6L4_HUMAN
T96060010369	GG6L4_HUMAN
T96060010370	GG6L4_HUMAN
T96060010371	GG6L6_HUMAN
T96060010372	GG6L6_HUMAN
T96060010373	GG6L6_HUMAN
T96060010374	GG6L7_HUMAN
T96060010375	GG6L7_HUMAN
T96060010376	GG6L7_HUMAN
T96060010377	GG6L9_HUMAN
T96060010378	GG6L9_HUMAN
T96060010379	GG6L9_HUMAN
T96060010380	GG6LA_HUMAN
T96060010381	GG6LA_HUMAN
T96060010382	GG6LA_HUMAN
T96060010383	GG6LS_HUMAN
T96060010384	GG6LS_HUMAN
T96060010385	GG6LS_HUMAN
T96060010386	GG6LV_HUMAN
T96060010387	GG6LV_HUMAN
T96060010388	GG6LV_HUMAN
T96060010389	GGA2B_HUMAN
T96060010390	GGA2B_HUMAN
T96060010391	GGA2B_HUMAN
T96060010392	GGE2D_HUMAN
T96060010393	GGE2D_HUMAN
T96060010394	GGE2D_HUMAN
T96060010395	GGEE3_HUMAN
T96060010396	GGEE3_HUMAN
T96060010397	GGEE3_HUMAN
T96060010398	GGH_HUMAN
T96060010399	GGNB1_HUMAN
T96060010400	GGNB1_HUMAN
T96060010401	GGNB1_HUMAN
T96060010402	GGNB2_HUMAN
T96060010403	GGNB2_HUMAN
T96060010404	GGNB2_HUMAN
T96060010405	GGN_HUMAN
T96060010406	GGN_HUMAN
T96060010407	GGN_HUMAN
T96060010408	GGPPS_HUMAN
T96060010409	GGT2_HUMAN
T96060010410	GGT2_HUMAN
T96060010411	GGT3_HUMAN
T96060010412	GGT3_HUMAN
T96060010413	GGT6_HUMAN
T96060010414	GGT6_HUMAN
T96060010415	GGT7_HUMAN
T96060010416	GGTA1_HUMAN
T96060010417	GGTA1_HUMAN
T96060010418	GGTA1_HUMAN
T96060010419	GGTL1_HUMAN
T96060010420	GGTL1_HUMAN
T96060010421	GGTL1_HUMAN
T96060010422	GGTL2_HUMAN
T96060010423	GGTL2_HUMAN
T96060010424	GGTL3_HUMAN
T96060010425	GGTL3_HUMAN
T96060010426	GGYF1_HUMAN
T96060010427	GGYF1_HUMAN
T96060010428	GHC2_HUMAN
T96060010429	GHC2_HUMAN
T96060010430	GHC2_HUMAN
T96060010431	GHDC_HUMAN
T96060010432	GHDC_HUMAN
T96060010433	GHITM_HUMAN
T96060010434	GHITM_HUMAN
T96060010435	GID4_HUMAN
T96060010436	GID4_HUMAN
T96060010437	GID8_HUMAN
T96060010438	GILT_HUMAN
T96060010439	GIMA1_HUMAN
T96060010440	GIMA1_HUMAN
T96060010441	GIMA2_HUMAN
T96060010442	GIMA4_HUMAN
T96060010443	GIMA4_HUMAN
T96060010444	GIMA5_HUMAN
T96060010445	GIMA5_HUMAN
T96060010446	GIMA5_HUMAN
T96060010447	GIMA6_HUMAN
T96060010448	GIMA6_HUMAN
T96060010449	GIMA8_HUMAN
T96060010450	GIMA8_HUMAN
T96060010451	GIMA8_HUMAN
T96060010452	GIMD1_HUMAN
T96060010453	GIMD1_HUMAN
T96060010454	GIMD1_HUMAN
T96060010455	GIN1_HUMAN
T96060010456	GIN1_HUMAN
T96060010457	GIN1_HUMAN
T96060010458	GINM1_HUMAN
T96060010459	GINM1_HUMAN
T96060010460	GINM1_HUMAN
T96060010461	GIPC2_HUMAN
T96060010462	GIPC3_HUMAN
T96060010463	GIPC3_HUMAN
T96060010464	GIPC3_HUMAN
T96060010465	GIPR_HUMAN
T96060010466	GIPR_HUMAN
T96060010467	GIPR_HUMAN
T96060010468	GIP_HUMAN
T96060010469	GIP_HUMAN
T96060010470	GIP_HUMAN
T96060010471	GIT1_HUMAN
T96060010472	GIT2_HUMAN
T96060010473	GIT2_HUMAN
T96060010474	GKAP1_HUMAN
T96060010475	GKAP1_HUMAN
T96060010476	GKN1_HUMAN
T96060010477	GKN1_HUMAN
T96060010478	GKN1_HUMAN
T96060010479	GKN2_HUMAN
T96060010480	GKN2_HUMAN
T96060010481	GKN2_HUMAN
T96060010482	GKN3_HUMAN
T96060010483	GKN3_HUMAN
T96060010484	GKN3_HUMAN
T96060010485	GL1AD_HUMAN
T96060010486	GL1AD_HUMAN
T96060010487	GL1AD_HUMAN
T96060010488	GL1D1_HUMAN
T96060010489	GL1D1_HUMAN
T96060010490	GL6D1_HUMAN
T96060010491	GL6D1_HUMAN
T96060010492	GL6D1_HUMAN
T96060010493	GL8D1_HUMAN
T96060010494	GL8D1_HUMAN
T96060010495	GL8D2_HUMAN
T96060010496	GL8D2_HUMAN
T96060010497	GL8D2_HUMAN
T96060010498	GLB1L_HUMAN
T96060010499	GLB1L_HUMAN
T96060010500	GLB1L_HUMAN
T96060010501	GLBL2_HUMAN
T96060010502	GLBL2_HUMAN
T96060010503	GLBL2_HUMAN
T96060010504	GLBL3_HUMAN
T96060010505	GLBL3_HUMAN
T96060010506	GLBL3_HUMAN
T96060010507	GLCE_HUMAN
T96060010508	GLCI1_HUMAN
T96060010509	GLCI1_HUMAN
T96060010510	GLCI1_HUMAN
T96060010511	GLCM1_HUMAN
T96060010512	GLCM1_HUMAN
T96060010513	GLCM1_HUMAN
T96060010514	GLCNE_HUMAN
T96060010515	GLCNE_HUMAN
T96060010516	GLCNE_HUMAN
T96060010517	GLD2_HUMAN
T96060010518	GLDN_HUMAN
T96060010519	GLDN_HUMAN
T96060010520	GLDN_HUMAN
T96060010521	GLE1_HUMAN
T96060010522	GLEM_HUMAN
T96060010523	GLEM_HUMAN
T96060010524	GLEM_HUMAN
T96060010525	GLI4_HUMAN
T96060010526	GLI4_HUMAN
T96060010527	GLI4_HUMAN
T96060010528	GLIP1_HUMAN
T96060010529	GLIP1_HUMAN
T96060010530	GLIS1_HUMAN
T96060010531	GLIS1_HUMAN
T96060010532	GLIS1_HUMAN
T96060010533	GLIS2_HUMAN
T96060010534	GLIS2_HUMAN
T96060010535	GLIS2_HUMAN
T96060010536	GLIS3_HUMAN
T96060010537	GLIS3_HUMAN
T96060010538	GLIS3_HUMAN
T96060010539	GLOD4_HUMAN
T96060010540	GLOD5_HUMAN
T96060010541	GLOD5_HUMAN
T96060010542	GLOD5_HUMAN
T96060010543	GLP2R_HUMAN
T96060010544	GLP2R_HUMAN
T96060010545	GLP2R_HUMAN
T96060010546	GLP3L_HUMAN
T96060010547	GLPA_HUMAN
T96060010548	GLPA_HUMAN
T96060010549	GLPB_HUMAN
T96060010550	GLPB_HUMAN
T96060010551	GLPB_HUMAN
T96060010552	GLPC_HUMAN
T96060010553	GLPC_HUMAN
T96060010554	GLPE_HUMAN
T96060010555	GLPE_HUMAN
T96060010556	GLPE_HUMAN
T96060010557	GLPK2_HUMAN
T96060010558	GLPK2_HUMAN
T96060010559	GLPK3_HUMAN
T96060010560	GLPK3_HUMAN
T96060010561	GLPK3_HUMAN
T96060010562	GLPK5_HUMAN
T96060010563	GLPK5_HUMAN
T96060010564	GLPK5_HUMAN
T96060010565	GLRA4_HUMAN
T96060010566	GLRA4_HUMAN
T96060010567	GLRA4_HUMAN
T96060010568	GLRX2_HUMAN
T96060010569	GLRX3_HUMAN
T96060010570	GLRX5_HUMAN
T96060010571	GLSL_HUMAN
T96060010572	GLT10_HUMAN
T96060010573	GLT11_HUMAN
T96060010574	GLT12_HUMAN
T96060010575	GLT12_HUMAN
T96060010576	GLT12_HUMAN
T96060010577	GLT13_HUMAN
T96060010578	GLT14_HUMAN
T96060010579	GLT14_HUMAN
T96060010580	GLT14_HUMAN
T96060010581	GLT15_HUMAN
T96060010582	GLT15_HUMAN
T96060010583	GLT16_HUMAN
T96060010584	GLT17_HUMAN
T96060010585	GLT17_HUMAN
T96060010586	GLT17_HUMAN
T96060010587	GLT18_HUMAN
T96060010588	GLTD2_HUMAN
T96060010589	GLTD2_HUMAN
T96060010590	GLTD2_HUMAN
T96060010591	GLTL5_HUMAN
T96060010592	GLTL5_HUMAN
T96060010593	GLTL6_HUMAN
T96060010594	GLUCM_HUMAN
T96060010595	GLUCM_HUMAN
T96060010596	GLUCM_HUMAN
T96060010597	GLUC_HUMAN
T96060010598	GLUC_HUMAN
T96060010599	GLUR_HUMAN
T96060010600	GLUR_HUMAN
T96060010601	GLUR_HUMAN
T96060010602	GLUT4_HUMAN
T96060010603	GLYG2_HUMAN
T96060010604	GLYL1_HUMAN
T96060010605	GLYL3_HUMAN
T96060010606	GLYL3_HUMAN
T96060010607	GLYL3_HUMAN
T96060010608	GLYLB_HUMAN
T96060010609	GLYLB_HUMAN
T96060010610	GLYLB_HUMAN
T96060010611	GLYR1_HUMAN
T96060010612	GMCL1_HUMAN
T96060010613	GMCL1_HUMAN
T96060010614	GMCL2_HUMAN
T96060010615	GMCL2_HUMAN
T96060010616	GMCL2_HUMAN
T96060010617	GMEB1_HUMAN
T96060010618	GMEB1_HUMAN
T96060010619	GMEB2_HUMAN
T96060010620	GMEB2_HUMAN
T96060010621	GMFB_HUMAN
T96060010622	GMFB_HUMAN
T96060010623	GMFB_HUMAN
T96060010624	GMFG_HUMAN
T96060010625	GMFG_HUMAN
T96060010626	GMFG_HUMAN
T96060010627	GML_HUMAN
T96060010628	GML_HUMAN
T96060010629	GML_HUMAN
T96060010630	GMPPA_HUMAN
T96060010631	GMPPA_HUMAN
T96060010632	GMPPB_HUMAN
T96060010633	GMPR1_HUMAN
T96060010634	GMPR1_HUMAN
T96060010635	GMPR2_HUMAN
T96060010636	GNA11_HUMAN
T96060010637	GNA11_HUMAN
T96060010638	GNA12_HUMAN
T96060010639	GNA13_HUMAN
T96060010640	GNA13_HUMAN
T96060010641	GNA14_HUMAN
T96060010642	GNA14_HUMAN
T96060010643	GNA15_HUMAN
T96060010644	GNA1_HUMAN
T96060010645	GNA1_HUMAN
T96060010646	GNAI1_HUMAN
T96060010647	GNAI2_HUMAN
T96060010648	GNAL_HUMAN
T96060010649	GNAL_HUMAN
T96060010650	GNAO_HUMAN
T96060010651	GNAO_HUMAN
T96060010652	GNAO_HUMAN
T96060010653	GNAS1_HUMAN
T96060010654	GNAS2_HUMAN
T96060010655	GNAS3_HUMAN
T96060010656	GNAT1_HUMAN
T96060010657	GNAT2_HUMAN
T96060010658	GNAT3_HUMAN
T96060010659	GNAT3_HUMAN
T96060010660	GNAZ_HUMAN
T96060010661	GNAZ_HUMAN
T96060010662	GNAZ_HUMAN
T96060010663	GNB1L_HUMAN
T96060010664	GNB1L_HUMAN
T96060010665	GNB1L_HUMAN
T96060010666	GNDS_HUMAN
T96060010667	GNL1_HUMAN
T96060010668	GNLY_HUMAN
T96060010669	GNLY_HUMAN
T96060010670	GNPI2_HUMAN
T96060010671	GNPI2_HUMAN
T96060010672	GNPTG_HUMAN
T96060010673	GNRHR_HUMAN
T96060010674	GNRHR_HUMAN
T96060010675	GNRHR_HUMAN
T96060010676	GNRR2_HUMAN
T96060010677	GNRR2_HUMAN
T96060010678	GNRR2_HUMAN
T96060010679	GNS_HUMAN
T96060010680	GNTK_HUMAN
T96060010681	GNTK_HUMAN
T96060010682	GNTK_HUMAN
T96060010683	GOG6A_HUMAN
T96060010684	GOG6A_HUMAN
T96060010685	GOG6A_HUMAN
T96060010686	GOG6B_HUMAN
T96060010687	GOG6B_HUMAN
T96060010688	GOG6B_HUMAN
T96060010689	GOG6C_HUMAN
T96060010690	GOG6C_HUMAN
T96060010691	GOG6C_HUMAN
T96060010692	GOG6D_HUMAN
T96060010693	GOG6D_HUMAN
T96060010694	GOG6D_HUMAN
T96060010695	GOG7B_HUMAN
T96060010696	GOG7B_HUMAN
T96060010697	GOG7B_HUMAN
T96060010698	GOG8A_HUMAN
T96060010699	GOG8A_HUMAN
T96060010700	GOG8B_HUMAN
T96060010701	GOG8B_HUMAN
T96060010702	GOG8C_HUMAN
T96060010703	GOG8C_HUMAN
T96060010704	GOG8C_HUMAN
T96060010705	GOG8D_HUMAN
T96060010706	GOG8D_HUMAN
T96060010707	GOG8D_HUMAN
T96060010708	GOG8F_HUMAN
T96060010709	GOG8F_HUMAN
T96060010710	GOG8F_HUMAN
T96060010711	GOG8H_HUMAN
T96060010712	GOG8H_HUMAN
T96060010713	GOG8H_HUMAN
T96060010714	GOG8I_HUMAN
T96060010715	GOG8I_HUMAN
T96060010716	GOG8I_HUMAN
T96060010717	GOG8J_HUMAN
T96060010718	GOG8J_HUMAN
T96060010719	GOG8J_HUMAN
T96060010720	GOG8K_HUMAN
T96060010721	GOG8K_HUMAN
T96060010722	GOG8K_HUMAN
T96060010723	GOG8M_HUMAN
T96060010724	GOG8M_HUMAN
T96060010725	GOG8M_HUMAN
T96060010726	GOG8N_HUMAN
T96060010727	GOG8N_HUMAN
T96060010728	GOG8N_HUMAN
T96060010729	GOG8O_HUMAN
T96060010730	GOG8O_HUMAN
T96060010731	GOG8O_HUMAN
T96060010732	GOG8Q_HUMAN
T96060010733	GOG8Q_HUMAN
T96060010734	GOG8Q_HUMAN
T96060010735	GOG8R_HUMAN
T96060010736	GOG8R_HUMAN
T96060010737	GOG8R_HUMAN
T96060010738	GOG8S_HUMAN
T96060010739	GOG8S_HUMAN
T96060010740	GOG8S_HUMAN
T96060010741	GOG8T_HUMAN
T96060010742	GOG8T_HUMAN
T96060010743	GOG8T_HUMAN
T96060010744	GOGA1_HUMAN
T96060010745	GOGA1_HUMAN
T96060010746	GOGA3_HUMAN
T96060010747	GOGA7_HUMAN
T96060010748	GOLI4_HUMAN
T96060010749	GOLI4_HUMAN
T96060010750	GOLI_HUMAN
T96060010751	GOLM1_HUMAN
T96060010752	GOLM1_HUMAN
T96060010753	GON1_HUMAN
T96060010754	GON1_HUMAN
T96060010755	GON1_HUMAN
T96060010756	GON2_HUMAN
T96060010757	GON2_HUMAN
T96060010758	GON2_HUMAN
T96060010759	GON4L_HUMAN
T96060010760	GON4L_HUMAN
T96060010761	GON7_HUMAN
T96060010762	GON7_HUMAN
T96060010763	GORAB_HUMAN
T96060010764	GORAB_HUMAN
T96060010765	GORS1_HUMAN
T96060010766	GORS2_HUMAN
T96060010767	GOR_HUMAN
T96060010768	GOR_HUMAN
T96060010769	GOR_HUMAN
T96060010770	GOSR2_HUMAN
T96060010771	GOT1A_HUMAN
T96060010772	GOT1A_HUMAN
T96060010773	GOT1B_HUMAN
T96060010774	GP101_HUMAN
T96060010775	GP101_HUMAN
T96060010776	GP107_HUMAN
T96060010777	GP107_HUMAN
T96060010778	GP108_HUMAN
T96060010779	GP108_HUMAN
T96060010780	GP108_HUMAN
T96060010781	GP119_HUMAN
T96060010782	GP119_HUMAN
T96060010783	GP132_HUMAN
T96060010784	GP132_HUMAN
T96060010785	GP132_HUMAN
T96060010786	GP135_HUMAN
T96060010787	GP139_HUMAN
T96060010788	GP139_HUMAN
T96060010789	GP141_HUMAN
T96060010790	GP141_HUMAN
T96060010791	GP141_HUMAN
T96060010792	GP142_HUMAN
T96060010793	GP142_HUMAN
T96060010794	GP146_HUMAN
T96060010795	GP146_HUMAN
T96060010796	GP146_HUMAN
T96060010797	GP148_HUMAN
T96060010798	GP148_HUMAN
T96060010799	GP148_HUMAN
T96060010800	GP149_HUMAN
T96060010801	GP149_HUMAN
T96060010802	GP149_HUMAN
T96060010803	GP150_HUMAN
T96060010804	GP150_HUMAN
T96060010805	GP150_HUMAN
T96060010806	GP151_HUMAN
T96060010807	GP151_HUMAN
T96060010808	GP151_HUMAN
T96060010809	GP152_HUMAN
T96060010810	GP152_HUMAN
T96060010811	GP152_HUMAN
T96060010812	GP153_HUMAN
T96060010813	GP153_HUMAN
T96060010814	GP153_HUMAN
T96060010815	GP155_HUMAN
T96060010816	GP156_HUMAN
T96060010817	GP156_HUMAN
T96060010818	GP157_HUMAN
T96060010819	GP157_HUMAN
T96060010820	GP157_HUMAN
T96060010821	GP158_HUMAN
T96060010822	GP158_HUMAN
T96060010823	GP158_HUMAN
T96060010824	GP160_HUMAN
T96060010825	GP160_HUMAN
T96060010826	GP161_HUMAN
T96060010827	GP161_HUMAN
T96060010828	GP161_HUMAN
T96060010829	GP162_HUMAN
T96060010830	GP162_HUMAN
T96060010831	GP162_HUMAN
T96060010832	GP171_HUMAN
T96060010833	GP171_HUMAN
T96060010834	GP171_HUMAN
T96060010835	GP173_HUMAN
T96060010836	GP173_HUMAN
T96060010837	GP173_HUMAN
T96060010838	GP174_HUMAN
T96060010839	GP174_HUMAN
T96060010840	GP174_HUMAN
T96060010841	GP176_HUMAN
T96060010842	GP176_HUMAN
T96060010843	GP176_HUMAN
T96060010844	GP179_HUMAN
T96060010845	GP179_HUMAN
T96060010846	GP180_HUMAN
T96060010847	GP180_HUMAN
T96060010848	GP180_HUMAN
T96060010849	GP182_HUMAN
T96060010850	GP182_HUMAN
T96060010851	GP182_HUMAN
T96060010852	GP1BA_HUMAN
T96060010853	GP1BB_HUMAN
T96060010854	GP1BB_HUMAN
T96060010855	GP2_HUMAN
T96060010856	GP2_HUMAN
T96060010857	GPA33_HUMAN
T96060010858	GPA33_HUMAN
T96060010859	GPAA1_HUMAN
T96060010860	GPAM1_HUMAN
T96060010861	GPAM1_HUMAN
T96060010862	GPAM1_HUMAN
T96060010863	GPAN1_HUMAN
T96060010864	GPAN1_HUMAN
T96060010865	GPAN1_HUMAN
T96060010866	GPAT1_HUMAN
T96060010867	GPAT2_HUMAN
T96060010868	GPAT2_HUMAN
T96060010869	GPBAR_HUMAN
T96060010870	GPBL1_HUMAN
T96060010871	GPBL1_HUMAN
T96060010872	GPBL1_HUMAN
T96060010873	GPBP1_HUMAN
T96060010874	GPBP1_HUMAN
T96060010875	GPC2_HUMAN
T96060010876	GPC2_HUMAN
T96060010877	GPC3_HUMAN
T96060010878	GPC4_HUMAN
T96060010879	GPC4_HUMAN
T96060010880	GPC5B_HUMAN
T96060010881	GPC5C_HUMAN
T96060010882	GPC5C_HUMAN
T96060010883	GPC5D_HUMAN
T96060010884	GPC5D_HUMAN
T96060010885	GPC5D_HUMAN
T96060010886	GPC5_HUMAN
T96060010887	GPC5_HUMAN
T96060010888	GPC5_HUMAN
T96060010889	GPC6A_HUMAN
T96060010890	GPC6A_HUMAN
T96060010891	GPC6_HUMAN
T96060010892	GPCP1_HUMAN
T96060010893	GPCP1_HUMAN
T96060010894	GPCP1_HUMAN
T96060010895	GPDA_HUMAN
T96060010896	GPDA_HUMAN
T96060010897	GPDM_HUMAN
T96060010898	GPDM_HUMAN
T96060010899	GPDM_HUMAN
T96060010900	GPHB5_HUMAN
T96060010901	GPHRB_HUMAN
T96060010902	GPHRB_HUMAN
T96060010903	GPHRB_HUMAN
T96060010904	GPI8_HUMAN
T96060010905	GPIX_HUMAN
T96060010906	GPIX_HUMAN
T96060010907	GPIX_HUMAN
T96060010908	GPM6A_HUMAN
T96060010909	GPM6B_HUMAN
T96060010910	GPM6B_HUMAN
T96060010911	GPN1_HUMAN
T96060010912	GPN1_HUMAN
T96060010913	GPN2_HUMAN
T96060010914	GPN2_HUMAN
T96060010915	GPN2_HUMAN
T96060010916	GPN3_HUMAN
T96060010917	GPN3_HUMAN
T96060010918	GPR12_HUMAN
T96060010919	GPR12_HUMAN
T96060010920	GPR12_HUMAN
T96060010921	GPR17_HUMAN
T96060010922	GPR17_HUMAN
T96060010923	GPR17_HUMAN
T96060010924	GPR18_HUMAN
T96060010925	GPR18_HUMAN
T96060010926	GPR18_HUMAN
T96060010927	GPR19_HUMAN
T96060010928	GPR19_HUMAN
T96060010929	GPR19_HUMAN
T96060010930	GPR1_HUMAN
T96060010931	GPR1_HUMAN
T96060010932	GPR20_HUMAN
T96060010933	GPR21_HUMAN
T96060010934	GPR21_HUMAN
T96060010935	GPR21_HUMAN
T96060010936	GPR22_HUMAN
T96060010937	GPR22_HUMAN
T96060010938	GPR25_HUMAN
T96060010939	GPR25_HUMAN
T96060010940	GPR25_HUMAN
T96060010941	GPR26_HUMAN
T96060010942	GPR27_HUMAN
T96060010943	GPR27_HUMAN
T96060010944	GPR27_HUMAN
T96060010945	GPR31_HUMAN
T96060010946	GPR31_HUMAN
T96060010947	GPR31_HUMAN
T96060010948	GPR32_HUMAN
T96060010949	GPR32_HUMAN
T96060010950	GPR32_HUMAN
T96060010951	GPR33_HUMAN
T96060010952	GPR33_HUMAN
T96060010953	GPR33_HUMAN
T96060010954	GPR34_HUMAN
T96060010955	GPR34_HUMAN
T96060010956	GPR34_HUMAN
T96060010957	GPR39_HUMAN
T96060010958	GPR39_HUMAN
T96060010959	GPR39_HUMAN
T96060010960	GPR3_HUMAN
T96060010961	GPR3_HUMAN
T96060010962	GPR3_HUMAN
T96060010963	GPR42_HUMAN
T96060010964	GPR42_HUMAN
T96060010965	GPR42_HUMAN
T96060010966	GPR45_HUMAN
T96060010967	GPR45_HUMAN
T96060010968	GPR45_HUMAN
T96060010969	GPR4_HUMAN
T96060010970	GPR4_HUMAN
T96060010971	GPR4_HUMAN
T96060010972	GPR52_HUMAN
T96060010973	GPR63_HUMAN
T96060010974	GPR63_HUMAN
T96060010975	GPR6_HUMAN
T96060010976	GPR6_HUMAN
T96060010977	GPR6_HUMAN
T96060010978	GPR75_HUMAN
T96060010979	GPR75_HUMAN
T96060010980	GPR75_HUMAN
T96060010981	GPR78_HUMAN
T96060010982	GPR82_HUMAN
T96060010983	GPR82_HUMAN
T96060010984	GPR82_HUMAN
T96060010985	GPR83_HUMAN
T96060010986	GPR83_HUMAN
T96060010987	GPR83_HUMAN
T96060010988	GPR84_HUMAN
T96060010989	GPR84_HUMAN
T96060010990	GPR85_HUMAN
T96060010991	GPR85_HUMAN
T96060010992	GPR87_HUMAN
T96060010993	GPR87_HUMAN
T96060010994	GPR87_HUMAN
T96060010995	GPR88_HUMAN
T96060010996	GPR88_HUMAN
T96060010997	GPR88_HUMAN
T96060010998	GPRL1_HUMAN
T96060010999	GPRL1_HUMAN
T96060011000	GPRL1_HUMAN
T96060011001	GPSM3_HUMAN
T96060011002	GPSM3_HUMAN
T96060011003	GPSM3_HUMAN
T96060011004	GPT11_HUMAN
T96060011005	GPT11_HUMAN
T96060011006	GPT2L_HUMAN
T96060011007	GPT2L_HUMAN
T96060011008	GPT2L_HUMAN
T96060011009	GPTC1_HUMAN
T96060011010	GPTC1_HUMAN
T96060011011	GPTC2_HUMAN
T96060011012	GPTC3_HUMAN
T96060011013	GPTC4_HUMAN
T96060011014	GPTC4_HUMAN
T96060011015	GPTC8_HUMAN
T96060011016	GPTC8_HUMAN
T96060011017	GPVI_HUMAN
T96060011018	GPVI_HUMAN
T96060011019	GPV_HUMAN
T96060011020	GPV_HUMAN
T96060011021	GPX2_HUMAN
T96060011022	GPX2_HUMAN
T96060011023	GPX2_HUMAN
T96060011024	GPX5_HUMAN
T96060011025	GPX5_HUMAN
T96060011026	GPX5_HUMAN
T96060011027	GPX6_HUMAN
T96060011028	GPX6_HUMAN
T96060011029	GPX6_HUMAN
T96060011030	GPX7_HUMAN
T96060011031	GPX8_HUMAN
T96060011032	GPX8_HUMAN
T96060011033	GR6_HUMAN
T96060011034	GR6_HUMAN
T96060011035	GR6_HUMAN
T96060011036	GRAA_HUMAN
T96060011037	GRAH_HUMAN
T96060011038	GRAH_HUMAN
T96060011039	GRAK_HUMAN
T96060011040	GRAK_HUMAN
T96060011041	GRAK_HUMAN
T96060011042	GRAM4_HUMAN
T96060011043	GRAN_HUMAN
T96060011044	GRAP1_HUMAN
T96060011045	GRAP1_HUMAN
T96060011046	GRAP2_HUMAN
T96060011047	GRAP2_HUMAN
T96060011048	GRAPL_HUMAN
T96060011049	GRAPL_HUMAN
T96060011050	GRAPL_HUMAN
T96060011051	GRAP_HUMAN
T96060011052	GRAP_HUMAN
T96060011053	GRAP_HUMAN
T96060011054	GRASP_HUMAN
T96060011055	GRASP_HUMAN
T96060011056	GRASP_HUMAN
T96060011057	GRB1L_HUMAN
T96060011058	GRB1L_HUMAN
T96060011059	GRCR1_HUMAN
T96060011060	GRCR1_HUMAN
T96060011061	GRCR2_HUMAN
T96060011062	GRD2I_HUMAN
T96060011063	GRD2I_HUMAN
T96060011064	GRD2I_HUMAN
T96060011065	GREB1_HUMAN
T96060011066	GREB1_HUMAN
T96060011067	GREM1_HUMAN
T96060011068	GREM2_HUMAN
T96060011069	GREM2_HUMAN
T96060011070	GREM2_HUMAN
T96060011071	GRIA1_HUMAN
T96060011072	GRIA2_HUMAN
T96060011073	GRIA3_HUMAN
T96060011074	GRIA3_HUMAN
T96060011075	GRIA4_HUMAN
T96060011076	GRID1_HUMAN
T96060011077	GRID1_HUMAN
T96060011078	GRID2_HUMAN
T96060011079	GRID2_HUMAN
T96060011080	GRIFN_HUMAN
T96060011081	GRIFN_HUMAN
T96060011082	GRIFN_HUMAN
T96060011083	GRIK1_HUMAN
T96060011084	GRIK1_HUMAN
T96060011085	GRIK2_HUMAN
T96060011086	GRIK4_HUMAN
T96060011087	GRIK4_HUMAN
T96060011088	GRIK4_HUMAN
T96060011089	GRIK5_HUMAN
T96060011090	GRIN1_HUMAN
T96060011091	GRIN1_HUMAN
T96060011092	GRIN1_HUMAN
T96060011093	GRIN2_HUMAN
T96060011094	GRIN2_HUMAN
T96060011095	GRIN2_HUMAN
T96060011096	GRIN3_HUMAN
T96060011097	GRIN3_HUMAN
T96060011098	GRIN3_HUMAN
T96060011099	GRIP1_HUMAN
T96060011100	GRIP1_HUMAN
T96060011101	GRIP2_HUMAN
T96060011102	GRIP2_HUMAN
T96060011103	GRIP2_HUMAN
T96060011104	GRK4_HUMAN
T96060011105	GRK4_HUMAN
T96060011106	GRK6_HUMAN
T96060011107	GRK7_HUMAN
T96060011108	GRL1A_HUMAN
T96060011109	GRL1A_HUMAN
T96060011110	GRM2B_HUMAN
T96060011111	GRM2_HUMAN
T96060011112	GRM2_HUMAN
T96060011113	GRM2_HUMAN
T96060011114	GRM3_HUMAN
T96060011115	GRM3_HUMAN
T96060011116	GRM3_HUMAN
T96060011117	GRM8_HUMAN
T96060011118	GRN_HUMAN
T96060011119	GROA_HUMAN
T96060011120	GROA_HUMAN
T96060011121	GRP3_HUMAN
T96060011122	GRP3_HUMAN
